1,8,3
2,42,43
3,27,37
4,33,63
5,26,39
6,24,23
7,29,29
8,31,33
9,22,26
10,32,55
11,29,29
12,29,29
13,29,29
14,29,29
15,29,29
16,29,29
17,29,29
18,29,29
19,29,29
20,29,29
21,49,49
22,49,49
23,49,49
24,49,49
25,49,44
26,49,49
27,49,49
28,49,49
29,49,49
30,49,45
31,49,49
32,49,49
33,49,49
34,49,49
35,49,49
36,49,49
37,49,49
38,49,49
39,49,49
40,49,49
41,49,49
42,49,49
43,49,49
44,49,49
45,49,49
46,49,49
47,49,49
48,49,49
49,49,49
50,49,49
51,99,100
52,99,100
53,99,100
54,99,86
55,99,100
56,99,100
57,99,100
58,98,100
59,99,100
60,99,100
61,98,100
62,99,100
63,99,100
64,99,100
65,99,100
66,99,100
67,99,100
68,98,100
69,98,100
70,99,100
71,98,96
72,91,99
73,99,98
74,99,99
75,99,87
76,99,99
77,99,99
78,97,98
79,98,98
80,97,99
81,88,97
82,99,99
83,99,99
84,97,99
85,98,99
86,99,98
87,99,99
88,99,99
89,99,99
90,99,99
91,99,99
92,99,99
93,99,97
94,99,99
95,98,99
96,87,99
97,99,99
98,99,99
99,99,98
100,98,99
101,199,200
102,199,200
103,199,199
104,199,190
105,199,200
106,199,200
107,199,143
108,199,200
109,199,200
110,199,200
111,199,200
112,199,200
113,199,164
114,199,200
115,199,200
116,199,200
117,199,167
118,199,200
119,199,200
120,199,200
121,199,199
122,199,199
123,198,199
124,199,199
125,199,196
126,199,198
127,199,195
128,198,199
129,199,199
130,198,198
131,198,198
132,199,198
133,189,193
134,199,194
135,199,199
136,199,199
137,198,197
138,199,199
139,199,194
140,199,199
141,198,198
142,190,195
143,199,199
144,196,196
145,198,199
146,185,197
147,199,198
148,199,199
149,199,199
150,199,199
151,99,100
152,99,100
153,99,100
154,99,94
155,99,91
156,99,100
157,98,100
158,99,100
159,98,100
160,99,100
161,99,99
162,99,99
163,92,94
164,99,98
165,99,97
166,99,98
167,99,99
168,99,99
169,99,99
170,99,99
171,99,99
172,99,99
173,99,99
174,99,99
175,99,99
176,99,99
177,99,99
178,99,99
179,99,99
180,99,99
181,199,200
182,198,199
183,199,200
184,199,200
185,199,200
186,199,200
187,198,200
188,199,200
189,198,199
190,199,200
191,199,199
192,199,199
193,199,199
194,195,199
195,199,199
196,199,197
197,195,199
198,196,197
199,199,199
200,199,199
201,199,199
202,199,199
203,199,186
204,199,199
205,199,199
206,198,199
207,199,199
208,199,199
209,199,197
210,198,199
211,399,400
212,399,400
213,399,400
214,399,400
215,399,400
216,398,399
217,399,392
218,399,399
219,398,399
220,398,397
221,98,99
222,99,92
223,99,100
224,99,100
225,99,100
226,99,100
227,99,93
228,99,100
229,99,100
230,99,100
231,99,99
232,99,99
233,99,99
234,99,99
235,99,95
236,99,99
237,99,99
238,99,99
239,99,99
240,99,99
241,199,200
242,199,200
243,199,200
244,198,200
245,199,200
246,199,199
247,199,200
248,199,200
249,199,200
250,199,200
251,198,199
252,198,199
253,199,196
254,199,198
255,199,199
256,199,198
257,198,199
258,199,176
259,199,199
260,199,199
261,199,198
262,199,199
263,199,199
264,199,198
265,199,198
266,198,187
267,197,198
268,199,197
269,199,199
270,198,197
271,399,400
272,399,400
273,398,399
274,398,400
275,399,319
276,399,400
277,399,400
278,399,400
279,399,400
280,399,225
281,399,400
282,399,400
283,399,400
284,399,400
285,399,400
286,399,399
287,398,398
288,305,359
289,399,399
290,397,392
291,399,398
292,399,399
293,399,399
294,399,398
295,389,398
296,216,369
297,375,387
298,398,351
299,397,398
300,390,399
